Title,Content,"Accession Number","Permanent Location","Display Location","Alternative Name",Unidentified,"Primary Materials",Markings,"Dimensions (cm)",Function,Condition,"Associated Instruments",Manufacturer,"Date of Manufacture",Provenance,"Previous Accession Number(s)","Additional Information and References",Owner,"Current Status","Examined By","Used at UofT","Donated to UTSIC","Date Last Examined","Date Last Updated","Historical Notes","NOT publically visible (if clicked, also set visibility to","Notes (private)",Themes,Permalink,"Publication Status"
"Lowell Observatory Telescope Model","<!-- wp:paragraph -->
<p>This is a model of the 24” Lowell Observatory telescope from Flagstaff, AZ, USA. It is 40.5 cm tall and constructed of wood and metal parts with nails and screws. The model is composed of 10 x 15 cm wooden base with a central wooden pillar topped with a metal geared mechanism, holding a small rod at an angle. Attached to the small rod is a larger wooden rod, fitted with metal rings, representing the telescope. The whole model and mechanism is painted dark green with a glossy finish. The telescope mechanism is articulated and the rods can each be rotated to position the model. A human figurine, made of metal, stands at the base of the model for scale. Behind the figure are two embossed plastic labels that read: “24-IN. REFRACTOR., LOWEL OBSERVATORY.”</p>
<!-- /wp:paragraph -->

<!-- wp:wp-museum/object-meta-block /-->

<!-- wp:wp-museum/object-image-attachments-block /-->


<!-- wp:wp-museum/child-objects-block /-->
",2014.ast.27,"Astronomy and Astrophysics Building",,"Lowell telescope",0,"wood, metal, paint","On top of the base on embossed plastic labels: “24-IN. REFRACTOR., LOWEL OBSERVATORY.”","Max: 40.5cm x 23.5cm x 9.5cm","The model was used for teaching purposes and conceptualizing instrumentation by the faculty and students in the Department of Astronomy and Astrophysics at the University of Toronto.","Good. The main wooden support of the telescope model has lifted 2mm from the base exposing the connecting nails. Some paint on the metal components is flaking off.  The wide metal ring on the wide end of the telescope model is loose. The scale figuring has a broken left ankle and a missing right arm. The model is missing the finding scope and the instrument ring from around the telescope's viewing end.","2014.ast.23, 2014.ast.31, 2014.ast.24","Workshop at David Dunlap Observatory",1952-1953,"This model, with three others, was constructed at the David Dunlap Observatory in Richmond Hill in or just before 1953. It was kept there until the University of Toronto sold the Observatory in 2009, at which point it was moved to the Department of Astronomy &amp;amp; Astrophysics U of T's St George Campus along with other objects from the Observatory. In 2017, the model was moved to another storage location in the McLennan Physics Building.",,,UTSIC,"In Storage","Daniel Lake",0,0,2014-02-10,2014-03-10,"These models are described in the Dunlap Observatory's 1953 update in &amp;lt;a href=""http://esoads.eso.org/full/seri/JRASC/0047//0000096.000.html""&amp;gt;Notes from Observatories&amp;lt;/a&amp;gt; in the Journal of the Royal Astronomical Society of Canada, Vol. 47, p.96: ""A number of demonstration models depicting the largest telescopes in present use have been constructed in the shop of teh David Dunlap Observatory. Built to the scale of one-quarter inch to the foot, these moving models were intended to demonstrate the advantages and drawbacks of the various methods of mounting an astronomical telescope. While primarily intended for the classroom, the models were displayed at the recent At-Home of the Royal Astronomical Society of Canada and at the Canadian Hobby and Homecraft show where they were viewed with lively interest. The limitations of a telescope mount or its ease of handling can be graphically demonstrated with models in a manner not possible with only diagrams and explanations.""",,,,https://utsic.mikethicke.com/wpm_instrument/lowell_model/,publish
"Organ Pipes with Manometric Flames","<!-- wp:paragraph -->
<p>Five rectangular open organ pipes, four of which have fittings midway along the side for flame mechanism (the fifth's fitting is missing). Each pipe, except 716.1, has a wooden attachment near the manometric fitting which consists of a wooden bar holding a wooden tube that extends beyond the width of the pipe. At the base of each pipe is a round foot. The two largest pipes (716.1 and 716.2) have an oval opening towards the top of the pipe with a wooden door than can be slid closed, for tuning. The three smaller pipes have the torn remainder of a lead flap at their open end, perhaps to be used for the same purpose. These pipes represent the tones: Ut3 (716.1 and 716.2), Mi3, Sol3 and Ut4</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>These pipes may have originally belonged to either a group of five or nine pipes.</p>
<!-- /wp:paragraph -->

<!-- wp:wp-museum/object-meta-block /-->

<!-- wp:wp-museum/object-image-attachments-block /-->


<!-- wp:wp-museum/child-objects-block /-->
",2016.ph.716.1-5,"6.D.2, 6.E.1",,"Apparatus for compounding and comparing the vibrations of two air columns",0,"Wood: Pine, Mahogany; Metal: Lead, Steel","Each pipe bears a stamped label reading: ""RUDOLPH KOENIG À PARIS""

Each pipe is also carved above the lip with the tone it plays: 716.1 and 716.2 read ""Ut3"", 716.3 reads ""Mi3"", 716.4 reads ""Sol3"" and 716.5 reads ""Ut"". 

One the base of each pipe near the foot, handwritten in ink: ""215"". This number refers to this set of pipe's entry (along with other associated instruments) in Koenig's 1873 catalogue.

Some of the pipes have a paper sticker applied on the base, near the foot, with a handwritten number:
716.1 reads: ""PHY 1 - S"", 716.2 reads ""PHY 1 kk"" and 716.4 reads: ""PHY 1 hhh"". This may refer to an entry in an earlier catalogue system.",,"Manometric pipes are designed to enable sound to be visualised via a gas-fired flame. These pipes are intended to be used with bunsen burners, a stand, a windchest and a rotating mirror. The mirror, when turned, enables a viewer to perceive the modulations in the flame that would otherwise be invisible to the naked eye.

According to ""Altered Sensations"" by David Pantalony (New York: Springer, 2009), ""A thin membrane divided the capsule into two parts: one part was open to the sound vibrations under study; the other was closed to a flow of gas that came in through an input and exited through a gas jet, which was lit creating a tiny candle-sized flame. The membrane picked up vibrations in the air and transferred these vibrations to the gas, which caused the flame to flicker.” (pg 317).

With multiple pipes, the system allowed the comparison of tones:

""Both pipes rested vertically in a wind-chest and each had a capsule attached to the middle of the pipe. Each capsule had a rubber gas input tube and an output tube that connected to a stand for the burners, which were placed one on top of the other. A rotating mirror sat adjacent to the stand in order to pick up the signal from the burners. Two ut3 pipes, for example, displayed identical flame signals. Other combinations demonstrated the differences between octaves, thirds, fifths, etc."" (Pantalony, pg 319).","Good. All the pipes have some wear on the edges and corners. Some of the pipes are missing part of their manometric flame fitting. 716.1 is missing its entire fitting and also the wooden attachment. It is possible that these parts were deliberately removed for reproduction. The original lead covers of three smaller pipes are broken off.","2016.ph.726, 2013.ph.613, 2009.ph.264","Rudolph Koenig, Paris",c.1878,"These pipes are part of a collection of acoustic teaching apparatus purchased from Rudolph Koenig by University of Toronto professor of physics James Loudon. These pipes were probably part of Loudon’s initial 1878 purchase, and form part of a comprehensive selection of organ pipes “representing a… demonstration of every possible organ pipe effect.” (Pantalony, Altered Sensations. New York: Springer, 2009. Pg 119-122). These were likely used by students for investigations of acoustical properties at the university's physics department teaching laboratory.",,"The windchest, a gas stand, and rotating mirror that were apparently purchased as a set with these pipes (as they all carry the marking Koenig catalogue ""215"") have been accessioned separately as they were also used with other pipes.

Windchest: 2013.ph.613
Rotating Mirror: 2009.ph.264
Gas stand: 2016.ph.726

These pipes were originally given separate accession numbers. When re-catalogued together, a document was created that provides information on original accession numbers and other transition information. This document is stored in UTSIC's Google Drive folder.

See also, ""Altered Sensations"" by David Pantalony (New York: Springer, 2009) pgs 317-320.

For an example of the visualisation of a flame in a rotating mirror: https://www.youtube.com/watch?v=OHdL-65dkkY [Accessed: 10/09/2016]",UTSIC,,"Victoria Fisher",1,0,2016-01-18,2016-09-10,,,,,https://utsic.mikethicke.com/wpm_instrument/organ-pipe-with-manometric-flame/,publish
Resistor,"<!-- wp:paragraph -->
<p>This is a large cylindrical resistor, with metallic sections at each end. The resistor is striped in orange and black. It is contained in a small glass test tube with a cork stopper.</p>
<!-- /wp:paragraph -->

<!-- wp:wp-museum/object-meta-block /-->

<!-- wp:wp-museum/object-image-attachments-block /-->


<!-- wp:wp-museum/child-objects-block /-->
",2009.ph.232,"MC. 7.E.4",,"Wirewound Resistor",0,"Metal, Paper [?]","On the resistor: ""IRC""
""TYPE MVF
2000 MEG
845""","Test tube: Length = 8.3cm x Diameter = 0.9cm; Object: 4.5cm x 0.7cm",,"Good. The resistor has apparently been used. Its metallic ends are scraped and discoloured in places.",,"International Resistive Company, Ltd.",,"University of Toronto Department of Physics",,,,,,0,0,2017-01-20,2017-01-20,,,,,https://utsic.mikethicke.com/wpm_instrument/resistor/,publish
"Set of Weights in Plastic Box","<!-- wp:paragraph -->
<p>This plastic box contains an incomplete set of metal weights and a set of tweezers. Nine of the larger weights are cylindrical and stored in their individual setting; eleven of them are smaller flat metal pieces and are sorted by their weight in sections covered by a plastic cover.</p>
<!-- /wp:paragraph -->

<!-- wp:wp-museum/object-meta-block /-->

<!-- wp:wp-museum/object-image-attachments-block /-->


<!-- wp:wp-museum/child-objects-block /-->
",2016.zoo.34,SS.12.D.3,,,0,"Plastic, metal, cloth","On a label on the outside of the box: ""Department of Zoology 4 Physiology Laboratory"" 
Embossed in the plastic on the lid: ""Sto-a-weigh Class-P-Metric OHAUS""
On a second label: ""285""
On the base of the box: ""5656-01""
On the respective larger weights: ""100g"" ""50g"" ""30g"" ""20g"" ""10g"" ""5"" ""3"" ""2"" ""1""
On the smaller weights: """"500mg"" ""300"" ""100mg"" ""20"" ""10""
On the plastic cover: ""FRACTIONAL WEIGHTS""","Length =11, Width = 7, Height = 5.1","These weights were used with balances to measure the weight of small specimens.","Good. Some of the smaller weights are missing, and the plastic case is worn and dirty.",,,,,,,UTSIC,"In storage","Clara Steinhagen",0,1,2016-10-17,2016-10-17,,,,,https://utsic.mikethicke.com/wpm_instrument/set-of-weights-in-plastic-box/,publish
"Portable Radiotelephone","<!-- wp:paragraph -->
<p>Leather-covered wooden case is a reddish-orange colour with brass-like metal closures and metal parts attached to the the left and right side faces. Case has a front pocket that opens to about 4 cm wide and can be closed using two metal button-like snaps, one on each side of the pocket. Each case has a handle on the top and can be identified as belonging to U of T's zoology department by plastic, embossed labels adhered to the top, left side of the case's lid. The logo for Spilsbury and Tindall Ltd. Radio Communications is printed in red, white, and black, onto the front face of the lid.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>The front pocket contains an instruction manual for the ""PORTABLE RADIOTELEPHONE"".</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Inside the case there are two compartments, separated by a piece of aluminum that is attached to the inside of the case. The larger compartment on the right of the case holds the radio and the smaller compartment on the left side of the case holds the battery, a plug-like cord, and a small, dark gray speaker piece (5.6 x 5.5 x 2.6 cm) that is attached to the frontal face of the radio by a cord wrapped in faded black fabric. </p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>The front face of the radio that faces out of the case when opened, is white-flecked green in colour with a series of 6 black knobs protruding from its surface. Also protruding from the radio are a blue, plug-like hexagonal shape with 7 prongs coming out of it. There is also a white metre-like object near the bottom-centre of the radio, a metal dial in the top right corner, and a snap in the top left corner that snaps into a leather piece attached just left of the centre of the case's inner hinge. The middle and top centre of the radio is occupied by what looks like a speaker. The radio can only be taken halfway out of the case, but one can see that it consists of a metal skeleton with its inner-workings soldered together (no circuit-board) and completely open to the viewer's eye (no casing).</p>
<!-- /wp:paragraph -->

<!-- wp:wp-museum/object-meta-block /-->

<!-- wp:wp-museum/object-image-attachments-block /-->


<!-- wp:wp-museum/child-objects-block /-->
",2016.zoo.11,"MC. 3.D.3",,,0,"Metal, Aluminum, Leather, Plastic, Wood","Top of lid: ""ZOO U OF T"", ""NO.3"", ""W201""

Front of lid: ""SPILSBURY &amp;amp; TINDALL LTD."", ""VANCOUVER, CANADA"", ""RADIO COMMUNICATIONS""","Case: Height: 20, Length: 28.7, Width: 12.9 (including front pocket), Radio: Height: 8, Length: 15.4, Width: 16.4 (including knobs)","PRT-20 single-channel, crystal-controlled transceiver designed for portable use. Leather case meant to hold transceiver, batteries, and portable antenna. It seems that this object is missing the antenna but contains the transceiver and batteries. The transceiver could operate for 20-40 hours due to 3 pound battery and could be connected to an external battery if the user didn't require the radiotelephone to be portable. 

The radiotelephone has the ability to transmit and receive (transceiver), but not at the same time.","Case is scratched on the back. Pages of instruction manual are yellowed.",,,,,,,,,,0,0,2016-03-21,2016-03-21,,,,,https://utsic.mikethicke.com/wpm_instrument/portable-radiotelephone-2/,publish
"Box of Optical Pieces","<!-- wp:paragraph -->
<p>This is a cardboard box filled with prisms in paper envelopes, most of which are sealed. There are ten prisms, and an eleventh envelope with nothing inside. Each envelope is labelled with its contents. There is also a smaller cardboard box which contains a GE Projection Lamp in a box cushioned by newspaper. There is also a piece of wood.</p>
<!-- /wp:paragraph -->

<!-- wp:wp-museum/object-meta-block /-->

<!-- wp:wp-museum/object-image-attachments-block /-->


<!-- wp:wp-museum/child-objects-block /-->
",2017.psy.193,,,,0,"Cardboard, Glass, Card, Wood","Each envelope is labelled, in type:
Two: ""STOCK #3275 RIGHT ANGLE PRISM SILVERED A-38, B-54, C-38 MM""
One: ""S N 2143 GROUND GL - SATIN FINISH SIZE 2-1-4 X 3-1-4 X 1-16' '"" ""EDMUND SCIENTIFIC CO. BARRINGTON, N.J.""
""EDMUND SCIENTIFIC CO. BARRINGTON, N.J. 08007""
Two: ""STOCK NO 6246 EYE ACHROMAT COATED DIA 39MM F L 63MM"" ""EDMUND SCIENTIFIC CO. BARRINGTON, N.J.""
Two: ""STOCK NO 4010 HEAT ABSORBING GLASS-SIZE 2X2' '. IF USED WITH OVER A 150 WATT BULB, A MOTOR BLOWER SHOULD BE USED."" ""EDMUND SCIENTIFIC CO. BARRINGTON, N.J. 08007""
One: ""STOCK #74 BAYONET BASE SOCKET DOUBLE CONTACT""
One: ""EDMUND SCIENTIFIC BARRINGTON, N.J. 08007""
One: ""STOCK NO 30456 GROUND GLASS 1 3-8' ' X2' ' x1-8 '' THICK"" ""EDMUND SCIENTIFIC CO. BARRINGTON, N.J. 08007""

On the Projection Lamp: ""GE Projection Lamp"" ""General Electric""","30cm x 14cm x 11cm","Research involving optics or vision.","Good. The box is worn at the edges.",,"Various: Edmund Scientific Co, General Electric","c. 1950s","Department of Psychology",,,"Department of Psychology",,,1,0,2017-02-22,2017-02-22,,,,,https://utsic.mikethicke.com/wpm_instrument/box-of-optical-pieces/,publish
"Professor Michotte's Slides","<!-- wp:paragraph -->
<p>This object consists of two small cardboard boxes containing 34 glass slides with black edges. One box is labelled Box 1, the other Box 2. Box 2 is covered in a deep red faux leather surface. </p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>In both boxes, each slide contains an image of a central dot surrounded by near-circular or semi-circular shapes, and then a black surround. Each slide has been numbered by hand.</p>
<!-- /wp:paragraph -->

<!-- wp:wp-museum/object-meta-block /-->

<!-- wp:wp-museum/object-image-attachments-block /-->


<!-- wp:wp-museum/child-objects-block /-->
",2017.psy.184.1-2,"SS Psych Rm 1 1.B.4",,"Psychology Slides",0,"Glass, Paper, Synthetic","184.1 On the lid of the box, typed on a strip of paper tape: ""PROFESSOR MICHOTTE'S SLIDES BOX 1"" . The same is repeated on one end. 

Visible on the box under the tape on a label original to the box: ""E. LEITZ, Inc. MADE IN U.S.A., NEW YORK, N.Y. ""
""100"", ""100 Leitz COVER GLASS PLATES 2 x 2 Inches""

184.2 On the lid of the box, typed on a strip of paper tape: ""PROFESSOR MICHOTTE'S SLIDES Box 2"" This is repeated on the end of the box. 

Visible on the box under the tape on a label original to the box: ""E. LEITZ    MADE IN U.S.A.   NEW YORK N.Y.""
""100"" ""100 Leitz COVER GLASS PLATES 2 x 2 Inches""","Each box: 10.8 x 5.6 x 5.2","Unknown. Albert Michotte's research related to perception.","Very good/Good. The slides appear to be in like-new condition. The boxes, not original to the slides, are more worn, particularly along the edges and at the corners.",,,,"University of Toronto Department of Psychology",,,,,,0,0,2017-02-17,2017-02-17,,,,,https://utsic.mikethicke.com/wpm_instrument/professor-michottes-slides/,private
"Box of Prisms","<!-- wp:paragraph -->
<p>This object is a wooden box divided into three felt-lined sections. It contains a number of unsorted glass prisms, pieces, and other optical pieces. One set of flat glass pieces is contained in a paper envelope.</p>
<!-- /wp:paragraph -->

<!-- wp:wp-museum/object-meta-block /-->

<!-- wp:wp-museum/object-image-attachments-block /-->


<!-- wp:wp-museum/child-objects-block /-->
",2017.psy.191,"SS Psych Rm 1 1.B.4",,,0,"Wood, Glass, Metal, Paper","On the paper envelope, type and handwritten: ""VISUAL TEST APPARATUS""
""Fixation plate. &amp;amp; Diaphragms""
""Research Instrument Laboratories""","Box: 26.6cm x 17.8cm x 7.9cm","Visual/optical testing.","Fair. The box has some small marks and scratches, as well as three small holes on the front, as if for small nails. The loose prisms and other materials show signs of use in the form scratches, nicks and wear in non-glass surfaces. The paper envelope is somewhat tattered. The cardboard on the surface of the glass pieces in the envelope is dirty and torn.",,Various,,"Department of Psychology",,,"Department of Psychology",,"Victoria Fisher",1,0,2017-02-22,2017-02-22,,,,,https://utsic.mikethicke.com/wpm_instrument/box-of-prisms/,publish
Unknown,"<!-- wp:paragraph -->
<p>This is a cylindrical metal object closed at one end, with another tube emerging diagonally from its base. At the base there is a flat disc to which the cylinder is attached. At the top, there are two metallic knobs, like terminals, emerging vertically. There is also a short black length of thick wire which ends in a plug with two narrow prongs or terminals.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>The object is contained inside a red cardboard box, which does not appear to be related to the object. </p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>There is a piece of beige paper in the box, reading: ""180 mA 23 Hc.""</p>
<!-- /wp:paragraph -->

<!-- wp:wp-museum/object-meta-block /-->

<!-- wp:wp-museum/object-image-attachments-block /-->


<!-- wp:wp-museum/child-objects-block /-->
",2017.psy.188,"SS Psych Rm 1 1.B.3",,,0,"Cardboard, Metal, Plastic","On the top of the object: ""LEEDS &amp;amp; NORTHRUP CO. PHILADELPHIA 1592248 MADE IN U.S.A.""

On the side of the box: ""PRESCRIPTION LABORATORY SERVICE.""

""American Optical COMPANY Canada Limited""

""Better Vision for Better Living.""","Box: 17cm x 9.1cm x 7.5cm Object: Height = 12.5cm, Diameter = 6cm",Unknown.,"Very good. The object appears to be like new. The cardboard box shows signs of wear, particularly on the edges and at the corners.",,"Leeds &amp;amp; Northrup Co., Philadelphia",,,,,,,,0,0,2017-02-22,2017-02-22,,,,,https://utsic.mikethicke.com/wpm_instrument/unknown-8/,publish
Phonelescope,"<!-- wp:paragraph -->
<p>This object consists of a cylindrical disc piece mounted on an adjustable stand with a round base. In the cylindrical disc there is a small rectangular glass window. Inside, a wire is suspended from an inverted u-shape holder. The inclination of this can be adjusted by a slider on the top of the cylinder. </p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>The cylindrical disc can be rotated on the stand. Directly below the cylindrical disc there is a knob attachment, and then another one below it on the stand.</p>
<!-- /wp:paragraph -->

<!-- wp:wp-museum/object-meta-block /-->

<!-- wp:wp-museum/object-image-attachments-block /-->


<!-- wp:wp-museum/child-objects-block /-->
",2017.psy.186,"SS Psych Rm 1 1.B.3",,,0,"Metal, Glass","On the disc: ""PHONESLESCOPE NO. 2-13 1912 PAT'D DORSEY""

On the base of the stand: ""PHONESLESCOPE""

On a fabric label stuck to the disc: ""Do Not Touch""","Height = 20.5cm Diameter= 10.5","To make visible sound or electricity in the form of a wave. 

From Herbert Grove Dorsey's description: ""A tiny steel shaft... is mounted in jeweled bearings in front of a diaphragm, and any motion of the latter causes the shaft to rotate through a proportionate angle. A mirror on the shaft deflects a beam through twice this angle so that the motion of a spot of light gives a trace of the motion of diaphragm magnified from one thousand to twenty thousand times."" Dorsey, H. The Phonelescope. Journal of the Optical Society of America. Vol. 6, Issue 3, pp. 279-280 (1922)","Good. The surface of the instrument is somewhat scratched and dented. A fabric sticker has been applied to the edge of the disc.",,"Dorsey, Gloucester, N.Y.",1920s,"Department of Psychology, University of Toronto",,,"Department of Psychology",,"Victoria Fisher",1,0,2017-02-17,2017-02-17,,,,,https://utsic.mikethicke.com/wpm_instrument/phonelescope-2/,publish
Phonelescope,"<!-- wp:paragraph -->
<p>This object consists of a cylindrical disc piece mounted on an adjustable stand with a round base. In the cylindrical disc there is a small rectangular glass window. Inside, a wire is suspended from an inverted u-shape holder. The inclination of this can be adjusted by a slider on the top of the cylinder. </p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>The cylindrical disc can be rotated on the stand. Directly below the cylindrical disc there is a knob attachment, and then another one below it on the stand.</p>
<!-- /wp:paragraph -->

<!-- wp:wp-museum/object-meta-block /-->

<!-- wp:wp-museum/object-image-attachments-block /-->


<!-- wp:wp-museum/child-objects-block /-->
",2017.psy.185,"SS Psych Rm 1 1.B.3",,,0,"Metal, Glass","On the disc, molded into the metal: ""PHONELESCOPE NO. 2-13 1912 PAT'D DORSEY GLOUCESTER MASS""

On the base of the stand, molded into the metal: ""DORSEY GLOUCESTER""","Height: 0.5cm Diameter of base: 10.5 cm","To make visible sound or electricity in the form of a wave. 

From Herbert Grove Dorsey's description: ""A tiny steel shaft... is mounted in jeweled bearings in front of a diaphragm, and any motion of the latter causes the shaft to rotate through a proportionate angle. A mirror on the shaft deflects a beam through twice this angle so that the motion of a spot of light gives a trace of the motion of diaphragm magnified from one thousand to twenty thousand times."" Dorsey, H. The Phonelescope. Journal of the Optical Society of America. Vol. 6, Issue 3, pp. 279-280 (1922)","Good. The surface of the instrument is somewhat scratched and dented. A fabric sticker has been applied to the edge of the disc.",2017.psy.186,"Dorsey, Gloucester, N.Y.",1920s,"University of Toronto Department of Psychology.",,,"Department of Psychology",,"Victoria Fisher",1,0,2017-02-17,2017-02-17,,,,,https://utsic.mikethicke.com/wpm_instrument/phonelescope/,publish
"Phonograph Motor","<!-- wp:paragraph -->
<p>This object is a motor mounted on a wooden board with a wooden backplate. A long cable with a toggle switch and standard two-prong wall plug is attached.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>The motor itself consists of a heavy metal cylindrical body on a heavy metal frame. Attached to the frame there is a small cylindrical piece mounted sideways that appears to allow switching between DC and AC. Attached to the motor's spindle there is a speed governor consisting of a round disk, then four thin metal strips mounted around the spindle at right angles to each other, each with a cylindrical metal weight affixed to its center. Also attached to the motor, above the spindle, is a curved arm that, when raised and lowered through a screw mechanism, lowers two small felt or leather pieces on the ends of a semi-circular metal arm to brush against the disk at the base of the governor. This is also to adjust the speed.</p>
<!-- /wp:paragraph -->

<!-- wp:wp-museum/object-meta-block /-->

<!-- wp:wp-museum/object-image-attachments-block /-->


<!-- wp:wp-museum/child-objects-block /-->
",2017.psy.182,"SS Psych Rm 1 1.B.4",,,0,"Metal, Wood (Plywood), Fabric, Plastic","On a label affixed to the motor's body: ""Konowatt MADE BY THOMAS A. EDISON INC. ORANGE, N.J., U.S.A.""
""No. 91799 VOLTS 110"".

On a small metallic piece: ""-&amp;gt; DC"" ""-&amp;gt; AC""

Written in chalk on the wooden backboard mount: ""M""","17.8 cm x 7.3cm x 14cm","This motor would have been originally mounted inside an Edison phonograph, likely to turn a wax cylinder for audio, likely voice, recording.","Poor. The motor and plate on which it is mounted are covered in substantial amounts of grime. The motor's surface is marked and dulled.

The cable's insulation, consisting of fabric over plastic, is severely degraded. In places, it has been taped with black electrical tape.

The motor has been removed from its original location inside an Edison Konowatt Phonograph, and mounted on a new piece of board.",,"Thomas A. Edison Inc.","c. 1920s","University of Toronto Department of Psychology",,,"Department of Psychology",,"Victoria Fisher",1,0,2017-02-17,2017-02-17,,,,,https://utsic.mikethicke.com/wpm_instrument/phonograph-motor/,publish
"Electrical Voltmeter","<!-- wp:paragraph -->
<p>This is a small meter with several scales on the face. There is a metal indicator arrow. On the back, six long screws emerge from the case.</p>
<!-- /wp:paragraph -->

<!-- wp:wp-museum/object-meta-block /-->

<!-- wp:wp-museum/object-image-attachments-block /-->


<!-- wp:wp-museum/child-objects-block /-->
",2017.psy.192,"SS Psych 1.B.4",,,0,"Plastic, Metal","On the face: ""SILVER""

""McMurdo Silver DIVISION OF General Radionics CANADA LIMITED""","11.5cm x 10.5cm x 4.5cm","Measuring volts.","Excellent. The meter shows some small signs of use.",,"McMurdo Silver",,"Department of Psychology",,,"Department of Psychology",,,1,0,2017-02-22,2017-02-22,,,,,https://utsic.mikethicke.com/wpm_instrument/electrical-voltmeter/,publish
"Edjer Electric Clippers","<!-- wp:paragraph -->
<p>These are electric clippers contained in a cardboard box with a beige lid. </p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>The clippers have a brown plastic body, wider in the middle. At the tip is a metallic shaving attachment with two rows of small metal teeth that meet. On the side of the body there is a red switch labelled ""ON"" and ""OFF."" The clippers have a long brown plastic-coated wire that ends in a standard two-pronged plug.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Contained in the box with the clippers is a smaller cardboard box labelled, ""Unitary Cutting Assembly,"" and four small pamphlets or cards containing information about the razor and its use, as well as postcards to request guarantee information or promotional labels.</p>
<!-- /wp:paragraph -->

<!-- wp:wp-museum/object-meta-block /-->

<!-- wp:wp-museum/object-image-attachments-block /-->


<!-- wp:wp-museum/child-objects-block /-->
",2017.psy.190,"SS Psych Rm 1 1.B.3",,,0,"Plastic, Metal, Cardboard, Paper","On the exterior of the box: ""Electro Tool"" ""EDJER"" ""ELECTRO TOOL CORPORATION"" ""Racine, Wisconsin"". 

On an orange sticker on the exterior of the box: ""NEW T Blade""

On white sticker on the exterior of the box: ""811993""

Embossed on the body of the clippers: ""EDJER"" ""MODEL AE"" ""T EDJER""
""110 VOLTA A.C. 50 CYCLE 9 WATTS"" ""PAT. PEND."" ""ELECTRO TOOL CORP. RACINE, WIS. U.S.A.""

Scratched into the body of the clippers: ""811993"", ""OP5173326""

On the small box: ""ONLY THE GENUINE BEARS THIS NAME"" ""OSTER"" ""UNITARY CUTTING ASSEMBLY""
""No. 42"" ""SIZE 40 08"" ""Cat. No. 91201""
""MADE IN U.S.A. OSTER CORPORATION MILWAUKEE, WISCONSIN 53217""

Handwritten on the side: ""SLIGHTLY DAMAGED MARCH 79""

The pamplets are: ""Hairstyling with Clippers"" ""andis"" ""Professional barber's guide"", ""How to use and care for the T blade Edjer""
Postcard for guarantee: ""TRUSO BEAUTY PRODUCTS, LTD."" 
Postcard for window/mirror banners: ""ELECTRO TOOL CORPORATION.""","Box: 18.5cm x 11.8cm x 6.7cm","Clipping and trimming hair.","Very good. The teeth of the clippers are somewhat discoloured at the base, probably from dirt. The prongs of the plug are discolored green at the base.",,"Electro Tool Ltd., Racine, Wisconsin","c. 1970","Department of Psychology",,,,,,1,0,2017-02-22,2017-02-22,,,,,https://utsic.mikethicke.com/wpm_instrument/edjer-electric-clippers/,publish
"Mechanical Lantern Slide","<!-- wp:paragraph -->
<p>This is a rectangular piece of wood cut in a stepped fashion, with metallic plates attached to its broader surfaces. At one end, there is a brass pulley wheel with a small handle. On the same side, there is a circular hole cut in the metal plate, revealing a mechanism underneath. </p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>On the other side there is a circular hole cut in the wood, revealing a glass plate underneath with an image of a skeleton on it. At the other end there is a large metal screw holding down the base of a leather strap, which appears to have broken off.</p>
<!-- /wp:paragraph -->

<!-- wp:wp-museum/object-meta-block /-->

<!-- wp:wp-museum/object-image-attachments-block /-->


<!-- wp:wp-museum/child-objects-block /-->
",2017.psy.189,"SS Psych Rm 1 1.B.3",,,0,"Wood, Metal, Glass",None.,"28.6cm x 10cm x 4cm","To create a projected image of a skeleton that includes some movement.","Poor. Many pieces of this slide appear to be missing. The wood is scratched and chipped, particularly on the corners. The leather strap is broken off at the base.",,,"c. 1900","University of Toronto Department of Psychology",,,"Department of Psychology",,,1,0,2017-02-22,2017-02-22,,,,,https://utsic.mikethicke.com/wpm_instrument/mechanical-lantern-slide/,publish
